iter	Passed	Remaining
961	30850	1218
962	30882	1186
963	30909	1154
964	30933	1121
965	30957	1089
966	30987	1057
967	31012	1025
968	31039	993
969	31079	961
970	31111	929
971	31141	897
972	31172	865
973	31203	832
974	31228	800
975	31263	768
976	31309	737
977	31337	704
978	31362	672
979	31385	640
980	31415	608
981	31441	576
982	31469	544
983	31497	512
984	31541	480
985	31568	448
986	31596	416
987	31626	384
988	31653	352
989	31679	319
990	31711	287
991	31754	256
992	31781	224
993	31809	192
994	31835	159
995	31861	127
996	31885	95
997	31922	63
998	31965	31
999	31993	0
